company,served_airports_pr_period,neigh_airports_pr_period,pair,airport_type,population,megapolis,tourist,distance_km,distance_km_squared,entry,entry_2
R3,4,1.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
UVT,0,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
N4,5,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
FV,11,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
RSD,2,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
UT,13,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
SU,26,1.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
NWS,3,1.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
YC,4,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
A4,4,0.0,KHV_PEE,0,806.310114038017,1,0,5074.582967544133,25751392.294489015,0.0,0
AFL,9,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
SDM,4,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
HZ,2,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
AUL,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
5N,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
RT,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
SHU,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
WZ,2,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
DP,4,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
7R,2,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
DRU,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
KAR,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
U6,6,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
KZN,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
RSJ,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
S7,22,2.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
Y7,4,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
R3,4,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
UVT,0,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
N4,5,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
FV,11,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
RSD,2,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
UT,13,2.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
SU,26,2.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
NWS,3,1.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
YC,4,1.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
A4,4,0.0,KJA_PEE,1,1071.322547135082,2,0,2194.925781276188,4817699.185310884,0.0,0
AFL,9,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
SDM,4,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
HZ,2,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
AUL,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
5N,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
RT,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
SHU,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
WZ,2,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
DP,4,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
7R,2,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
DRU,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
KAR,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
U6,6,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
KZN,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
RSJ,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
S7,22,3.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
Y7,4,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
R3,4,3.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
UVT,0,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
N4,5,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
FV,11,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
RSD,2,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
UT,13,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
SU,26,2.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
NWS,3,1.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
YC,4,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
A4,4,0.0,PEE_YKS,0,572.9083696368905,1,0,3915.0181151518914,15327366.84196747,0.0,0
AFL,9,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
SDM,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
HZ,2,1.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
AUL,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
5N,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
RT,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
SHU,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
WZ,2,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
DP,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
7R,2,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
DRU,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
KAR,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
U6,6,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
KZN,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
RSJ,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
S7,22,2.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
Y7,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
R3,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
UVT,0,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
N4,5,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
FV,11,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
RSD,2,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
UT,13,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
SU,26,3.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
NWS,3,1.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
YC,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
A4,4,0.0,PEE_VVO,0,797.7844320366248,1,0,5304.379825476545,28136445.332922585,0.0,0
AFL,9,1.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
SDM,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
HZ,2,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
AUL,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
5N,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
RT,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
SHU,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
WZ,2,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
DP,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
7R,2,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
DRU,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
KAR,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
U6,6,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
KZN,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
RSJ,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
S7,22,3.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
Y7,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
R3,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
UVT,0,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
N4,5,1.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
FV,11,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
RSD,2,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
UT,13,1.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
SU,26,2.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
NWS,3,1.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
YC,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
A4,4,0.0,IKT_PEE,0,810.2147863375488,1,0,3080.9794143431714,9492434.15160639,0.0,0
AFL,9,1.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
SDM,4,1.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
HZ,2,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
AUL,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
5N,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
RT,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
SHU,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
WZ,2,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
DP,4,1.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
7R,2,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
DRU,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
KAR,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
U6,6,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
KZN,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
RSJ,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
S7,22,2.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
Y7,4,1.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
R3,4,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
UVT,0,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
N4,5,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
FV,11,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
RSD,2,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
UT,13,3.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
SU,26,2.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
NWS,3,1.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
YC,4,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
A4,4,0.0,PEE_SGC,0,620.509468098594,1,0,1048.1142522134037,1098543.4856928624,0.0,0
AFL,9,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
SDM,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
HZ,2,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
AUL,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
5N,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
RT,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
SHU,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
WZ,2,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
DP,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
7R,2,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
DRU,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
KAR,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
U6,6,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
KZN,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
RSJ,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
S7,22,1.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
Y7,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
R3,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
UVT,0,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
N4,5,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
FV,11,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
RSD,2,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
UT,13,1.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
SU,26,2.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
NWS,3,1.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
YC,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
A4,4,0.0,GOJ_PEE,0,1150.8553340885205,2,0,764.6036326976233,584618.715134402,0.0,0
AFL,9,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
SDM,4,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
HZ,2,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
AUL,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
5N,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
RT,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
SHU,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
WZ,2,1.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
DP,4,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
7R,2,1.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
DRU,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
KAR,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
U6,6,4.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
KZN,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
RSJ,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
S7,22,17.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
Y7,4,3.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
R3,4,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
UVT,0,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
N4,5,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
FV,11,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
RSD,2,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
UT,13,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
SU,26,1.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
NWS,3,1.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
YC,4,1.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
A4,4,0.0,DME_PEE,1,3627.163078771066,2,1,1141.9098231908818,1303958.044299831,0.0,0
AFL,9,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
SDM,4,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
HZ,2,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
AUL,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
5N,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
RT,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
SHU,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
WZ,2,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
DP,4,3.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,1.0,1
7R,2,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
DRU,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
KAR,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
U6,6,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
KZN,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
RSJ,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
S7,22,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
Y7,4,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
R3,4,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
UVT,0,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
N4,5,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
FV,11,7.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
RSD,2,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
UT,13,8.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
SU,26,5.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
NWS,3,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
YC,4,0.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
A4,4,1.0,PEE_VKO,0,3627.163078771066,2,1,1170.403545114041,1369844.458415515,0.0,0
AFL,9,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
SDM,4,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
HZ,2,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
AUL,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
5N,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
RT,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
SHU,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
WZ,2,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
DP,4,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
7R,2,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
DRU,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
KAR,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
U6,6,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
KZN,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
RSJ,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
S7,22,1.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
Y7,4,1.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
R3,4,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
UVT,0,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
N4,5,1.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
FV,11,2.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
RSD,2,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
UT,13,1.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
SU,26,2.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
NWS,3,1.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
YC,4,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
A4,4,0.0,MRV_PEE,0,280.89143810376277,1,0,1766.0608366775575,3118970.8788462346,0.0,0
AFL,9,0.0,KZN_PEE,0,1143.9790207866577,2,1,486.00895295532644,236204.7023527327,0.0,0
SDM,4,0.0,KZN_PEE,0,1143.9790207866577,2,1,486.00895295532644,236204.7023527327,0.0,0
HZ,2,0.0,KZN_PEE,0,1143.9790207866577,2,1,486.00895295532644,236204.7023527327,0.0,0
AUL,0,0.0,KZN_PEE,0,1143.9790207866577,2,1,486.00895295532644,236204.7023527327,0.0,0
