iter	Logloss
430	0.1258723766
431	0.1257472532
432	0.1256317593
433	0.1255239559
434	0.1253766512
435	0.12526954
436	0.1250699051
437	0.1248909359
438	0.1248122163
439	0.1247025047
440	0.1245947256
441	0.1243673329
442	0.1243192002
443	0.1242565122
444	0.1241333337
445	0.1239907819
446	0.1238480438
447	0.1237059658
448	0.1236285272
449	0.1232727924
450	0.1231949456
451	0.1230642715
452	0.1229324819
453	0.1228210476
454	0.1226454606
455	0.1224834027
456	0.1224252929
457	0.1223164003
458	0.1222382001
459	0.1219215575
460	0.1218536722
461	0.1218034397
462	0.1217360562
463	0.1216193061
464	0.1214934567
465	0.1212588312
466	0.1211082901
467	0.12094386
468	0.1208415305
469	0.1207860456
470	0.12064543
471	0.1205227419
472	0.1203949544
473	0.1202100584
474	0.1201402281
475	0.1199429936
476	0.1198938615
477	0.1196497275
478	0.1194605242
479	0.1193188553
480	0.119198733
481	0.1190786876
482	0.1189718361
483	0.1188601572
484	0.1187879869
485	0.1187211023
486	0.1186670679
487	0.1185413074
488	0.1182753583
489	0.1181571746
490	0.118024516
491	0.1179478591
492	0.117811074
493	0.1177310005
494	0.1176449686
495	0.1174739455
496	0.1173497563
497	0.1172552957
498	0.1171744949
499	0.1170500436
500	0.1169207738
501	0.1168668981
502	0.1168154187
503	0.1167369684
504	0.1165160978
505	0.1164330972
506	0.1163362079
507	0.1162154368
508	0.1161367473
509	0.1160513954
510	0.1158979098
511	0.1157633728
512	0.1155703919
513	0.1154542258
514	0.1153740063
515	0.1152544171
516	0.1151763522
517	0.1151127096
518	0.1150187337
519	0.1149526908
520	0.1148682146
521	0.1147320055
522	0.114640018
523	0.1145784312
524	0.1144661571
525	0.1143505695
526	0.1142397263
527	0.1140720209
528	0.1140285002
529	0.1139515194
530	0.113897144
531	0.1138182228
532	0.1137165137
533	0.113593454
534	0.1134578172
535	0.1132124337
536	0.1131532105
537	0.1131120917
538	0.1129997964
539	0.1128792029
540	0.1127912348
541	0.1126753308
542	0.112527672
543	0.1124585876
544	0.1123670383
545	0.1122157582
546	0.1120415193
547	0.1118996712
548	0.1118103961
549	0.1117351747
550	0.1115942442
551	0.1115382912
552	0.1113875612
553	0.111239291
554	0.1112003942
555	0.1111273958
556	0.1110597836
557	0.1110088851
558	0.110934071
559	0.1108132857
560	0.1107029674
561	0.1106288477
562	0.1105499429
563	0.1104523214
564	0.1103195679
565	0.1101596284
566	0.1100666971
567	0.1100444979
568	0.1099338288
569	0.1098796955
570	0.109751343
571	0.1096645227
572	0.1095736844
573	0.1094641089
574	0.1093752818
575	0.1092980583
576	0.1091800648
577	0.1091352114
578	0.1090743398
579	0.1090345775
580	0.1089009134
581	0.1087672828
582	0.1087068578
583	0.1086248879
584	0.1085274586
585	0.1083790382
586	0.1083194776
587	0.1082417308
588	0.1081565851
589	0.1080913516
590	0.1079676861
591	0.1078661919
592	0.1078077402
593	0.1077422168
594	0.1076380116
595	0.1075766311
596	0.1075316181
597	0.1074543612
598	0.1073272495
599	0.1071558954
600	0.1069706706
601	0.1068916037
602	0.1068622008
603	0.106824866
604	0.1067453442
605	0.1066840937
606	0.1066339808
607	0.106607231
608	0.1064775724
609	0.1064226124
610	0.1063707831
611	0.1062613468
612	0.106056307
613	0.1059670424
614	0.1058975777
615	0.1058350802
616	0.1057852991
617	0.1055498374
618	0.1054352492
619	0.1052678449
620	0.1052060073
621	0.105123167
622	0.1050183183
623	0.1049479438
624	0.104853079
625	0.1047970004
626	0.1047332349
627	0.1046487511
628	0.1045660909
629	0.1045316889
630	0.1044508008
631	0.1043607915
632	0.1042935075
633	0.1042390424
634	0.1041992199
635	0.1041467263
636	0.1040822167
637	0.1039870479
638	0.1039417156
639	0.103850592
640	0.1037918782
641	0.1037228956
642	0.1036456422
643	0.1035458557
644	0.1034769365
645	0.1033859486
646	0.1033384546
647	0.1032843435
648	0.1032471405
649	0.103117566
650	0.1030664113
651	0.1030419052
652	0.102987061
653	0.1028979143
654	0.102747791
655	0.1027175585
656	0.1026252649
657	0.1025192728
658	0.1024733121
659	0.1024053095
660	0.1023436934
661	0.1022597006
662	0.1022163757
663	0.1020905102
664	0.1020263775
665	0.1019226637
666	0.1018867263
667	0.1017845822
668	0.1017211547
669	0.1016365198
670	0.1015895154
671	0.1015742025
672	0.1014569872
673	0.1014043402
674	0.1013230391
675	0.1012629265
676	0.1012232587
677	0.1010813767
678	0.1010076575
679	0.1009126204
680	0.1008390619
681	0.1007671287
682	0.1006882976
683	0.100613561
684	0.1005784815
685	0.100500677
686	0.1003930358
687	0.100354983
688	0.1003371102
689	0.1002022778
690	0.1000929836
691	0.1000433566
692	0.09993352613
693	0.09987143724
694	0.09968766883
695	0.0996526451
696	0.09962087081
697	0.09955038126
698	0.09948816279
699	0.09940436276
700	0.09929251114
701	0.09925791078
702	0.09917280787
703	0.09912348686
704	0.09908126315
705	0.09906896835
706	0.09902025233
707	0.09898007024
708	0.09894243258
709	0.09886081298
710	0.09882843558
711	0.09869845566
712	0.09865527718
713	0.09861257918
714	0.09853536374
715	0.0984841402
716	0.09840548821
717	0.09836615154
718	0.09827891742
719	0.09821760254
720	0.09816670822
721	0.09812487681
722	0.09805209708
723	0.09796656789
724	0.09790988951
725	0.09785702672
726	0.09781452991
727	0.09777431712
728	0.09769845034
729	0.09758333373
730	0.09746505209
731	0.09742141988
732	0.0973981274
733	0.09726542397
734	0.09722795385
735	0.0971329007
736	0.09707595715
737	0.09700643779
738	0.09696690098
739	0.09695546362
740	0.09686181196
741	0.09675496496
742	0.09671404525
743	0.0966882182
744	0.09664033027
745	0.09656537049
746	0.09654493185
747	0.09644898788
748	0.09640408039
749	0.09635176765
750	0.09628439902
751	0.09625301191
752	0.09622163467
753	0.09617447468
754	0.09604452836
755	0.09591688217
756	0.0958752375
757	0.09577494045
758	0.09571174024
759	0.09557508422
760	0.09547059287
761	0.09541829449
762	0.09535147431
763	0.09527967303
764	0.09518431752
765	0.0951001886
766	0.09500838508
767	0.09497807061
768	0.09490685119
769	0.09484562713
770	0.09478650422
771	0.09472193036
772	0.09465427629
773	0.0946141321
774	0.09458077065
775	0.09451545096
776	0.09445709735
777	0.09441375885
778	0.09435373968
779	0.09428645414
780	0.09421892239
781	0.09409632806
782	0.0940427371
783	0.09396272628
784	0.09391976893
785	0.09387047894
786	0.09384980263
787	0.09377672449
788	0.09373773725
789	0.09369338881
790	0.09362843473
791	0.09359750648
792	0.09356380601
793	0.09354079369
794	0.0935155922
795	0.09345800326
796	0.09342567223
797	0.09338535356
798	0.09331593241
799	0.09325696626
800	0.09321014775
801	0.09313294536
802	0.09308326647
803	0.09304263327
804	0.09295732056
805	0.09287509222
806	0.09280942374
807	0.0927788509
808	0.0927229453
809	0.09265170296
810	0.09262967852
811	0.09256000125
812	0.0925148344
813	0.09241158499
814	0.09240045112
815	0.09233862379
816	0.09228051435
817	0.09218584912
818	0.09212837895
819	0.09206877179
820	0.09201598592
821	0.09197758096
822	0.09191550892
823	0.09186378416
824	0.09182155827
825	0.09176614274
826	0.09173093589
827	0.09167766426
828	0.09160511242
829	0.09156634986
830	0.09153470208
831	0.09145747916
832	0.09139158477
833	0.09126094177
834	0.09115221203
835	0.09113999935
836	0.09111119704
837	0.09106951808
838	0.09103044503
839	0.09099733952
840	0.09094144972
841	0.09090389299
842	0.09087434237
843	0.09081597242
844	0.09078704678
845	0.09067712558
846	0.09060125102
847	0.09056262252
848	0.09050188248
849	0.09047518876
850	0.0903687346
851	0.09033754615
852	0.09026374167
853	0.09017593391
854	0.09013784335
855	0.09010384437
856	0.09000797641
857	0.08994294586
858	0.0898404913
859	0.08979059572
860	0.08970287284
861	0.08967980476
862	0.08964594645
863	0.08958840763
864	0.08955219641
865	0.08951855036
866	0.08950244564
867	0.08944997821
868	0.08937358502
869	0.08923343835
870	0.08917491729
871	0.08914329456
872	0.08904802707
873	0.08898633042
874	0.08889327713
875	0.08883343881
876	0.08875706781
877	0.08873770761
878	0.08869625963
879	0.0886597384
880	0.08857493537
881	0.0885657645
882	0.08849515983
883	0.08846251543
884	0.08843623951
885	0.08839491862
886	0.08835056493
887	0.08829816377
888	0.08825496718
889	0.08818072933
890	0.08810712502
891	0.08804417443
892	0.08798666081
893	0.08796294537
894	0.08793097369
895	0.08788524478
896	0.08782522466
897	0.08781020731
898	0.08775882346
899	0.08772505034
900	0.08771039286
901	0.08765845631
902	0.08760652261
903	0.08754568043
904	0.08750056846
905	0.08745237441
906	0.08742709479
907	0.08728475494
908	0.08722890596
909	0.08716840166
910	0.08710292327
911	0.08705938517
912	0.08702596675
913	0.08699366187
914	0.08696615834
915	0.08688818636
916	0.08682974242
917	0.08676770289
918	0.08671099164
919	0.0866601558
920	0.08662366729
921	0.08658797988
922	0.08653320246
923	0.08651959924
924	0.08648091722
925	0.08640539228
926	0.08635626489
927	0.08630431471
928	0.08625013232
929	0.0861942778
930	0.08614957533
931	0.08607705029
932	0.0860589355
933	0.08601950038
934	0.08597039841
935	0.0859453373
936	0.08591328871
937	0.08587496555
938	0.08584661958
939	0.08582558441
940	0.08581129264
941	0.08570789732
942	0.08567346584
943	0.08566773737
944	0.08562261858
945	0.08558627362
946	0.08555317952
947	0.08553534418
948	0.08551181285
949	0.08548662383
950	0.08543906987
951	0.08535388282
952	0.0853319455
953	0.08530153504
954	0.08521105621
955	0.08516440154
956	0.08510542344
957	0.0850392952
958	0.08496820677
959	0.08493224531
960	0.08489255928
961	0.08483987676
962	0.08481199178
963	0.08476436602
964	0.08473460671
965	0.08469728902
966	0.08465739997
967	0.08460948696
968	0.08456393042
969	0.08451968032
970	0.08447792247
971	0.08446461681
972	0.08445334536
973	0.08442232362
974	0.08440216181
975	0.08432992818
976	0.08428792721
977	0.08426856304
978	0.08413213861
979	0.08409226017
980	0.08408047455
981	0.08402094897
982	0.08393947441
983	0.08391231678
984	0.08390392979
985	0.08383713912
986	0.08380385403
987	0.08375871914
988	0.0837352442
989	0.08369984732
990	0.08365345361
991	0.08361987044
992	0.08359388039
993	0.08356957903
994	0.08353845053
995	0.08352786642
996	0.08349009285
997	0.08344742668
998	0.08340686888
999	0.08338411009
